x un us0.001000 0.548812 0.549306
0.002000 0.549361 0.549855
0.003000 0.549911 0.550405
0.004000 0.550461 0.550956
0.005000 0.551012 0.551507
0.006000 0.551564 0.552059
0.007000 0.552116 0.552612
0.008000 0.552669 0.553164
0.009000 0.553222 0.553718
0.010000 0.553775 0.554272
0.011000 0.554330 0.554826
0.012000 0.554885 0.555382
0.013000 0.555440 0.555937
0.014000 0.555996 0.556493
0.015000 0.556553 0.557050
0.016000 0.557110 0.557607
0.017000 0.557667 0.558165
0.018000 0.558225 0.558724
0.019000 0.558784 0.559283
0.020000 0.559344 0.559842
0.021000 0.559903 0.560403
0.022000 0.560464 0.560963
0.023000 0.561025 0.561524
0.024000 0.561586 0.562086
0.025000 0.562149 0.562649
0.026000 0.562711 0.563212
0.027000 0.563274 0.563775
0.028000 0.563838 0.564339
0.029000 0.564403 0.564904
0.030000 0.564968 0.565469
0.031000 0.565533 0.566035
0.032000 0.566099 0.566601
0.033000 0.566666 0.567168
0.034000 0.567233 0.567735
0.035000 0.567801 0.568303
0.036000 0.568369 0.568872
0.037000 0.568938 0.569441
0.038000 0.569507 0.570011
0.039000 0.570078 0.570581
0.040000 0.570648 0.571152
0.041000 0.571219 0.571723
0.042000 0.571791 0.572295
0.043000 0.572363 0.572868
0.044000 0.572936 0.573441
0.045000 0.573510 0.574015
0.046000 0.574084 0.574589
0.047000 0.574659 0.575164
0.048000 0.575234 0.575739
0.049000 0.575810 0.576316
0.050000 0.576386 0.576892
0.051000 0.576963 0.577469
0.052000 0.577540 0.578047
0.053000 0.578118 0.578625
0.054000 0.578697 0.579204
0.055000 0.579276 0.579784
0.056000 0.579856 0.580364
0.057000 0.580437 0.580945
0.058000 0.581018 0.581526
0.059000 0.581599 0.582108
0.060000 0.582181 0.582690
0.061000 0.582764 0.583273
0.062000 0.583347 0.583857
0.063000 0.583931 0.584441
0.064000 0.584516 0.585025
0.065000 0.585101 0.585611
0.066000 0.585686 0.586197
0.067000 0.586273 0.586783
0.068000 0.586860 0.587370
0.069000 0.587447 0.587958
0.070000 0.588035 0.588546
0.071000 0.588624 0.589135
0.072000 0.589213 0.589724
0.073000 0.589802 0.590314
0.074000 0.590393 0.590905
0.075000 0.590984 0.591496
0.076000 0.591575 0.592088
0.077000 0.592167 0.592680
0.078000 0.592760 0.593273
0.079000 0.593354 0.593867
0.080000 0.593947 0.594461
0.081000 0.594542 0.595056
0.082000 0.595137 0.595651
0.083000 0.595733 0.596247
0.084000 0.596329 0.596844
0.085000 0.596926 0.597441
0.086000 0.597523 0.598039
0.087000 0.598122 0.598637
0.088000 0.598720 0.599236
0.089000 0.599320 0.599835
0.090000 0.599919 0.600436
0.091000 0.600520 0.601036
0.092000 0.601121 0.601638
0.093000 0.601723 0.602240
0.094000 0.602325 0.602842
0.095000 0.602928 0.603445
0.096000 0.603531 0.604049
0.097000 0.604135 0.604653
0.098000 0.604740 0.605258
0.099000 0.605346 0.605864
0.100000 0.605951 0.606470
0.101000 0.606558 0.607077
0.102000 0.607165 0.607684
0.103000 0.607773 0.608292
0.104000 0.608381 0.608901
0.105000 0.608990 0.609510
0.106000 0.609600 0.610120
0.107000 0.610210 0.610730
0.108000 0.610821 0.611341
0.109000 0.611432 0.611953
0.110000 0.612044 0.612565
0.111000 0.612657 0.613178
0.112000 0.613270 0.613791
0.113000 0.613884 0.614406
0.114000 0.614498 0.615020
0.115000 0.615113 0.615636
0.116000 0.615729 0.616252
0.117000 0.616345 0.616868
0.118000 0.616962 0.617485
0.119000 0.617580 0.618103
0.120000 0.618198 0.618722
0.121000 0.618817 0.619341
0.122000 0.619436 0.619960
0.123000 0.620056 0.620580
0.124000 0.620677 0.621201
0.125000 0.621298 0.621823
0.126000 0.621920 0.622445
0.127000 0.622543 0.623068
0.128000 0.623166 0.623691
0.129000 0.623789 0.624315
0.130000 0.624414 0.624940
0.131000 0.625039 0.625565
0.132000 0.625664 0.626191
0.133000 0.626291 0.626817
0.134000 0.626918 0.627445
0.135000 0.627545 0.628072
0.136000 0.628173 0.628701
0.137000 0.628802 0.629330
0.138000 0.629431 0.629959
0.139000 0.630061 0.630590
0.140000 0.630692 0.631221
0.141000 0.631323 0.631852
0.142000 0.631955 0.632484
